x-axis,1,2
second,Ampere,Volt
0.00,-0.03,281.53
0.00,0.17,287.33
0.00,0.27,269.52
0.00,0.22,293.00
0.00,0.38,265.62
0.00,0.17,299.86
0.00,-0.03,299.37
0.00,0.54,263.81
0.00,0.17,297.49
0.00,-0.03,276.29
0.00,0.29,272.00
0.00,0.38,280.15
0.00,0.17,281.41
0.00,0.38,276.26
0.00,-0.03,257.78
0.00,0.38,257.29
0.00,0.38,289.45
0.00,0.10,310.42
0.00,0.10,276.19
0.00,0.58,272.62
0.00,0.14,297.49
0.00,0.26,273.37
0.00,0.04,302.97
0.00,0.17,281.41
0.00,0.54,265.33
0.00,0.08,297.49
0.00,-0.03,306.69
0.00,0.57,265.10
0.00,0.33,281.41
0.00,0.17,277.48
0.00,0.17,293.14
0.00,-0.03,209.39
0.00,0.38,259.39
0.00,0.38,293.63
0.00,-0.03,264.44
0.00,0.18,257.29
0.00,0.52,275.73
0.00,-0.03,305.53
0.00,0.34,263.80
0.00,0.17,296.39
0.00,0.24,278.78
0.00,0.38,273.37
0.00,0.00,297.49
0.00,-0.01,288.64
0.00,0.58,260.17
0.00,0.17,289.45
0.00,0.17,273.37
0.00,0.20,283.54
0.00,0.17,243.96
0.00,0.38,270.54
0.00,0.39,278.40
0.00,-0.03,324.36
0.00,0.38,257.29
0.00,0.38,289.45
0.00,-0.03,306.02
0.00,0.17,287.87
0.00,0.27,269.71
0.00,0.17,277.99
0.00,0.38,281.41
0.00,0.13,330.33
0.00,0.17,261.20
0.00,0.58,271.32
0.00,0.17,297.42
0.00,0.17,269.87
0.00,0.38,277.23
0.00,0.22,267.93
0.00,0.37,281.13
0.00,0.17,295.13
0.00,-0.03,312.75
0.00,0.58,255.75
0.00,0.17,297.49
0.00,-0.03,302.91
0.00,0.29,281.41
0.00,0.38,281.41
0.00,0.17,289.45
0.00,0.17,286.57
0.00,-0.03,305.53
0.00,0.38,266.34
0.00,0.38,282.46
0.00,0.05,288.09
0.00,0.17,284.24
0.00,0.38,273.37
0.00,0.17,318.98
0.00,0.26,278.02
0.00,0.04,300.06
0.00,0.16,289.45
0.00,0.58,260.43
0.00,0.17,301.88
0.00,-0.03,306.61
0.00,0.38,257.29
0.00,0.33,289.45
0.00,0.17,285.54
0.00,0.17,287.19
0.00,0.17,281.39
0.00,0.38,265.33
0.00,0.38,277.82
0.00,0.13,275.17
0.00,0.18,288.35
0.00,0.58,273.37
0.00,0.17,309.15
0.00,0.38,274.91
0.00,0.17,290.51
0.00,0.17,289.45
0.00,0.38,273.37
0.00,0.17,298.77
0.00,-0.03,303.95
0.00,0.58,260.15
0.00,0.25,288.18
0.00,-0.03,288.42
0.00,0.17,289.45
0.00,0.17,268.91
0.00,0.38,273.37
0.00,0.17,282.17
0.00,-0.03,329.65
